,0,1
0,ACCEDE09365_258.png,0.0526760071516
1,ACCEDE09365_211.png,0.0529918223619
2,ACCEDE09365_139.png,0.0460131131113
3,ACCEDE09365_238.png,0.0444622710347
4,ACCEDE09365_36.png,0.051625084132
5,ACCEDE09365_1.png,0.0536231808364
6,ACCEDE09365_103.png,0.0419851727784
7,ACCEDE09365_51.png,0.0475065372884
8,ACCEDE09365_289.png,0.0788605734706
9,ACCEDE09365_76.png,0.0725096091628
10,ACCEDE09365_285.png,0.0523976869881
11,ACCEDE09365_198.png,0.0493734963238
12,ACCEDE09365_99.png,0.0543357767165
13,ACCEDE09365_174.png,0.04506245628
14,ACCEDE09365_161.png,0.0613498985767
